time,core_0,core_1,core_2,core_3,core_4,core_5,core_6,core_7,core_8,core_9,core_10,core_11
0.0002,8.0,21.8,6.8,26.4,10.8,5.5,6.5,36.1,5.9,30.3,8.5,5.5
0.01077,100.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0
0.021164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0
0.031614,0.0,100.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0
