,generation,time_elapsed
0,1,2.792138
1,2,5.673042000000001
2,3,8.947788000000001
3,4,12.738888000000001
4,5,17.071073000000002
5,6,22.116849000000002
6,7,27.752163000000003
7,8,38.090028000000004
8,9,45.701342000000004
9,10,54.18067500000001
