,generation,time_elapsed
0,1,5.227909
1,2,11.773372
2,3,18.54108
3,4,26.445682
4,5,35.355411000000004
5,6,45.453269000000006
6,7,56.88263400000001
7,8,69.54340700000002
8,9,83.68108600000002
9,10,99.22445200000003
