,generation,time_elapsed
0,1,7.241364
1,2,14.873612
2,3,24.070235
3,4,33.569238999999996
4,5,45.48880799999999
5,6,58.545514999999995
6,7,71.931596
7,8,86.474779
8,9,102.425668
9,10,119.334125
